,anno,giornata,Home Team,Away Team,scorer,details
159,2022,15,Atalanta BC,FC Internazionale Milano,Edin Dzeko,"Edin Dzeko, Tap-in, 5° gol stagionaleAssist:Lautaro Martínez, Colpo di testa, 3° assist stagionale"
160,2022,15,Atalanta BC,FC Internazionale Milano,Edin Dzeko,"Edin Dzeko, Tap-in, 6° gol stagionaleAssist:Federico Dimarco, Cross, 1° assist stagionale"
161,2022,15,Atalanta BC,FC Internazionale Milano,José Luis Palomino,"José Luis Palomino, AutoreteAssist:Lautaro Martínez, Colpo di testa, 4° assist stagionale"
162,2022,15,Atalanta BC,FC Internazionale Milano,José Luis Palomino,"José Luis Palomino, Colpo di testa, 1° gol stagionaleAssist: Senza assist"
164,2022,17,AC Monza,FC Internazionale Milano,Matteo Darmian,"Matteo Darmian, Destro, 1° gol stagionaleAssist:Alessandro Bastoni, Cross, 2° assist stagionale"
165,2022,17,AC Monza,FC Internazionale Milano,Patrick Ciurria,"Patrick Ciurria, Sinistro, 1° gol stagionaleAssist:Matteo Pessina, Passaggio, 2° assist stagionale"
166,2022,17,AC Monza,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Destro, 8° gol stagionaleAssist: Senza assist"
167,2022,17,AC Monza,FC Internazionale Milano,Denzel Dumfries,"Denzel Dumfries, AutoreteAssist: Senza assist"
168,2022,18,FC Internazionale Milano,Hellas Verona FC,Lautaro Martínez,"Lautaro Martínez, Sinistro, 9° gol stagionaleAssist: Senza assist"
169,2022,19,FC Internazionale Milano,Empoli FC,Tommaso Baldanzi,"Tommaso Baldanzi, Sinistro, 4° gol stagionaleAssist:Nedim Bajrami, Passaggio, 1° assist stagionale"
170,2022,20,US Cremonese,FC Internazionale Milano,David Okereke,"David Okereke, Destro, 5° gol stagionaleAssist:Soualiho Meïté, Passaggio, 1° assist stagionale"
171,2022,20,US Cremonese,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Sinistro, 10° gol stagionaleAssist: Senza assist"
172,2022,20,US Cremonese,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Destro, 11° gol stagionaleAssist:Edin Dzeko, Passaggio, 4° assist stagionale"
173,2022,21,FC Internazionale Milano,AC Milan,Lautaro Martínez,"Lautaro Martínez, Colpo di testa, 12° gol stagionaleAssist:Hakan Çalhanoğlu, Corner, 5° assist stagionale"
174,2022,22,UC Sampdoria,FC Internazionale Milano,NAN,NAN
175,2022,23,FC Internazionale Milano,Udinese Calcio,Romelu Lukaku,"Romelu Lukaku, Rigore, 2° gol stagionaleAssist:Denzel Dumfries, Rigore: fallo ai danni di"
176,2022,23,FC Internazionale Milano,Udinese Calcio,Sandi Lovrić,"Sandi Lovrić, Azione in contropiede, 3° gol stagionaleAssist:Roberto Pereyra, Passaggio, 7° assist stagionale"
177,2022,23,FC Internazionale Milano,Udinese Calcio,Henrikh Mkhitaryan,"Henrikh Mkhitaryan, Destro, 2° gol stagionaleAssist:Federico Dimarco, Passaggio, 3° assist stagionale"
178,2022,23,FC Internazionale Milano,Udinese Calcio,Lautaro Martínez,"Lautaro Martínez, Destro, 13° gol stagionaleAssist:Danilo D'Ambrosio, Passaggio, 1° assist stagionale"
179,2022,24,Bologna FC 1909,FC Internazionale Milano,Riccardo Orsolini,"Riccardo Orsolini, Azione in contropiede, 7° gol stagionaleAssist:Jerdy Schouten, Passaggio, 2° assist stagionale"
180,2022,25,FC Internazionale Milano,US Lecce,Henrikh Mkhitaryan,"Henrikh Mkhitaryan, Destro, 3° gol stagionaleAssist:Nicolò Barella, Passaggio, 7° assist stagionale"
181,2022,25,FC Internazionale Milano,US Lecce,Lautaro Martínez,"Lautaro Martínez, Destro, 14° gol stagionaleAssist:Denzel Dumfries, Cross, 5° assist stagionale"
182,2022,26,Spezia Calcio,FC Internazionale Milano,Daniel Maldini,"Daniel Maldini, Destro, 2° gol stagionaleAssist:M'Bala Nzola, Passaggio, 2° assist stagionale"
183,2022,26,Spezia Calcio,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Rigore, 3° gol stagionaleAssist:Denzel Dumfries, Rigore: fallo ai danni di"
184,2022,26,Spezia Calcio,FC Internazionale Milano,M'Bala Nzola,"M'Bala Nzola, Rigore, 12° gol stagionaleAssist:Viktor Kovalenko, Rigore: fallo ai danni di"
185,2022,27,FC Internazionale Milano,Juventus FC,Filip Kostić,"Filip Kostić, Sinistro, 3° gol stagionaleAssist:Adrien Rabiot, Passaggio, 3° assist stagionale"
186,2022,28,FC Internazionale Milano,ACF Fiorentina,Giacomo Bonaventura,"Giacomo Bonaventura, Colpo di testa, 4° gol stagionaleAssist:Arthur Cabral, Colpo di testa, 2° assist stagionale"
187,2022,29,US Salernitana 1919,FC Internazionale Milano,Robin Gosens,"Robin Gosens, Sinistro, 2° gol stagionaleAssist:Romelu Lukaku, Passaggio, 2° assist stagionale"
188,2022,29,US Salernitana 1919,FC Internazionale Milano,Antonio Candreva,"Antonio Candreva, Destro, 4° gol stagionaleAssist:Boulaye Dia, Passaggio, 5° assist stagionale"
189,2022,30,FC Internazionale Milano,AC Monza,Luca Caldirola,"Luca Caldirola, Colpo di testa, 1° gol stagionaleAssist:Patrick Ciurria, Corner, 6° assist stagionale"
190,2022,31,Empoli FC,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Destro, 4° gol stagionaleAssist:Marcelo Brozović, Passaggio, 1° assist stagionale"
191,2022,31,Empoli FC,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Sinistro, 5° gol stagionaleAssist:Hakan Çalhanoğlu, Passaggio, 6° assist stagionale"
192,2022,31,Empoli FC,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Azione in contropiede, 15° gol stagionaleAssist:Romelu Lukaku, Passaggio, 3° assist stagionale"
193,2022,32,FC Internazionale Milano,SS Lazio,Felipe Anderson,"Felipe Anderson, Destro, 8° gol stagionaleAssist:Luis Alberto, Passaggio, 5° assist stagionale"
194,2022,32,FC Internazionale Milano,SS Lazio,Lautaro Martínez,"Lautaro Martínez, Destro, 16° gol stagionaleAssist:Romelu Lukaku, Passaggio, 4° assist stagionale"
195,2022,32,FC Internazionale Milano,SS Lazio,Robin Gosens,"Robin Gosens, Sinistro, 3° gol stagionaleAssist:Romelu Lukaku, Passaggio, 5° assist stagionale"
196,2022,32,FC Internazionale Milano,SS Lazio,Lautaro Martínez,"Lautaro Martínez, Tap-in, 17° gol stagionaleAssist: Senza assist"
197,2022,33,Hellas Verona FC,FC Internazionale Milano,Adolfo Gaich,"Adolfo Gaich, AutoreteAssist:Federico Dimarco, Tiro in porta, 4° assist stagionale"
198,2022,33,Hellas Verona FC,FC Internazionale Milano,Hakan Çalhanoğlu,"Hakan Çalhanoğlu, Tiro dalla distanza, 3° gol stagionaleAssist:Marcelo Brozović, Passaggio, 2° assist stagionale"
199,2022,33,Hellas Verona FC,FC Internazionale Milano,Edin Dzeko,"Edin Dzeko, Sinistro, 8° gol stagionaleAssist:Lautaro Martínez, Passaggio, 5° assist stagionale"
200,2022,33,Hellas Verona FC,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Destro, 18° gol stagionaleAssist:Marcelo Brozović, Passaggio, 3° assist stagionale"
201,2022,33,Hellas Verona FC,FC Internazionale Milano,Edin Dzeko,"Edin Dzeko, Azione in contropiede, 9° gol stagionaleAssist:Francesco Acerbi, Passaggio, 1° assist stagionale"
202,2022,33,Hellas Verona FC,FC Internazionale Milano,Lautaro Martínez,"Lautaro Martínez, Tap-in, 19° gol stagionaleAssist: Senza assist"
203,2022,34,AS Roma,FC Internazionale Milano,Federico Dimarco,"Federico Dimarco, Sinistro, 4° gol stagionaleAssist:Denzel Dumfries, Cross, 7° assist stagionale"
204,2022,34,AS Roma,FC Internazionale Milano,Romelu Lukaku,"Romelu Lukaku, Sinistro, 6° gol stagionaleAssist:Lautaro Martínez, Passaggio, 6° assist stagionale"
205,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Romelu Lukaku,"Romelu Lukaku, Sinistro, 7° gol stagionaleAssist:Danilo D'Ambrosio, Passaggio, 2° assist stagionale"
206,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Ruan,"Ruan, AutoreteAssist:Raoul Bellanova, Cross, 1° assist stagionale"
207,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Lautaro Martínez,"Lautaro Martínez, Sinistro, 20° gol stagionaleAssist:Henrikh Mkhitaryan, Passaggio, 2° assist stagionale"
208,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Matheus Henrique,"Matheus Henrique, Colpo di testa, 3° gol stagionaleAssist:Domenico Berardi, Cross, 7° assist stagionale"
209,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Davide Frattesi,"Davide Frattesi, Colpo di testa, 7° gol stagionaleAssist:Rogério, Cross, 3° assist stagionale"
210,2022,35,FC Internazionale Milano,US Sassuolo Calcio,Romelu Lukaku,"Romelu Lukaku, Sinistro, 8° gol stagionaleAssist:Marcelo Brozović, Passaggio, 4° assist stagionale"
215,2022,37,FC Internazionale Milano,Atalanta BC,Romelu Lukaku,"Romelu Lukaku, Destro, 10° gol stagionaleAssist:Lautaro Martínez, Passaggio, 7° assist stagionale"
216,2022,37,FC Internazionale Milano,Atalanta BC,Nicolò Barella,"Nicolò Barella, Destro, 6° gol stagionaleAssist: Senza assist"
217,2022,37,FC Internazionale Milano,Atalanta BC,Mario Pasalic,"Mario Pasalic, Destro, 5° gol stagionaleAssist:Rasmus Højlund, Tiro in porta, 4° assist stagionale"
218,2022,37,FC Internazionale Milano,Atalanta BC,Lautaro Martínez,"Lautaro Martínez, Sinistro, 21° gol stagionaleAssist:Marcelo Brozović, Passaggio, 5° assist stagionale"
219,2022,37,FC Internazionale Milano,Atalanta BC,André Onana,"André Onana, AutoreteAssist:Luis Muriel, Tiro in porta, 4° assist stagionale"
220,2022,38,Torino FC,FC Internazionale Milano,Marcelo Brozović,"Marcelo Brozović, Sinistro, 3° gol stagionaleAssist:Romelu Lukaku, Passaggio, 6° assist stagionale"
221,2022,1,AC Milan,Udinese Calcio,Rodrigo Becão,"Rodrigo Becão, Colpo di testa, 1° gol stagionaleAssist:Gerard Deulofeu, Corner, 1° assist stagionale"
222,2022,1,AC Milan,Udinese Calcio,Theo Hernández,"Theo Hernández, Rigore, 1° gol stagionaleAssist:Davide Calabria, Rigore: fallo ai danni di"
223,2022,1,AC Milan,Udinese Calcio,Ante Rebić,"Ante Rebić, Destro, 1° gol stagionaleAssist:Davide Calabria, Cross, 2° assist stagionale"
224,2022,1,AC Milan,Udinese Calcio,Adam Masina,"Adam Masina, Colpo di testa, 1° gol stagionaleAssist:Roberto Pereyra, Cross, 1° assist stagionale"
225,2022,1,AC Milan,Udinese Calcio,Brahim Díaz,"Brahim Díaz, Tap-in, 1° gol stagionaleAssist: Senza assist"
226,2022,1,AC Milan,Udinese Calcio,Ante Rebić,"Ante Rebić, Sinistro, 2° gol stagionaleAssist:Brahim Díaz, Passaggio, 1° assist stagionale"
227,2022,2,Atalanta BC,AC Milan,Ruslan Malinovskyi,"Ruslan Malinovskyi, Sinistro, 1° gol stagionaleAssist:Joakim Maehle, Cross, 1° assist stagionale"
228,2022,2,Atalanta BC,AC Milan,Ismaël Bennacer,"Ismaël Bennacer, Sinistro, 1° gol stagionaleAssist:Alexis Saelemaekers, Passaggio, 1° assist stagionale"
229,2022,3,AC Milan,Bologna FC 1909,Rafael Leão,"Rafael Leão, Destro, 1° gol stagionaleAssist:Charles De Ketelaere, Passaggio, 1° assist stagionale"
230,2022,3,AC Milan,Bologna FC 1909,Olivier Giroud,"Olivier Giroud, Sinistro, 1° gol stagionaleAssist:Rafael Leão, Passaggio, 1° assist stagionale"
231,2022,4,US Sassuolo Calcio,AC Milan,NAN,NAN
237,2022,6,UC Sampdoria,AC Milan,Junior Messias,"Junior Messias, Sinistro, 1° gol stagionaleAssist:Rafael Leão, Passaggio, 3° assist stagionale"
238,2022,6,UC Sampdoria,AC Milan,Filip Djuricic,"Filip Djuricic, Colpo di testa, 1° gol stagionaleAssist:Tommaso Augello, Cross, 1° assist stagionale"
239,2022,6,UC Sampdoria,AC Milan,Olivier Giroud,"Olivier Giroud, Rigore, 3° gol stagionaleAssist: Rigore: mani diGonzalo Villar"
243,2022,8,Empoli FC,AC Milan,Ante Rebić,"Ante Rebić, Destro, 3° gol stagionaleAssist:Rafael Leão, Passaggio, 4° assist stagionale"
244,2022,8,Empoli FC,AC Milan,Nedim Bajrami,"Nedim Bajrami, Punizione, 1° gol stagionaleAssist: Senza assist"
245,2022,8,Empoli FC,AC Milan,Fodé Ballo-Touré,"Fodé Ballo-Touré, Sinistro, 1° gol stagionaleAssist:Rade Krunic, Passaggio, 1° assist stagionale"
246,2022,8,Empoli FC,AC Milan,Rafael Leão,"Rafael Leão, Azione in contropiede, 4° gol stagionaleAssist:Ante Rebić, Passaggio, 1° assist stagionale"
247,2022,9,AC Milan,Juventus FC,Fikayo Tomori,"Fikayo Tomori, Sinistro, 1° gol stagionaleAssist:Olivier Giroud, Tiro in porta, 2° assist stagionale"
248,2022,9,AC Milan,Juventus FC,Brahim Díaz,"Brahim Díaz, Azione in contropiede, 2° gol stagionaleAssist: Senza assist"
249,2022,10,Hellas Verona FC,AC Milan,Miguel Veloso,"Miguel Veloso, AutoreteAssist:Rafael Leão, Cross, 5° assist stagionale"
250,2022,10,Hellas Verona FC,AC Milan,Koray Günter,"Koray Günter, Tiro deviato, 1° gol stagionaleAssist:Fabio Depaoli, Passaggio, 1° assist stagionale"
251,2022,10,Hellas Verona FC,AC Milan,Sandro Tonali,"Sandro Tonali, Sinistro, 1° gol stagionaleAssist:Ante Rebić, Passaggio, 2° assist stagionale"
252,2022,11,AC Milan,AC Monza,Brahim Díaz,"Brahim Díaz, Azione personale, 3° gol stagionaleAssist:Ciprian Tătărușanu, Passaggio, 1° assist stagionale"
253,2022,11,AC Milan,AC Monza,Brahim Díaz,"Brahim Díaz, Destro, 4° gol stagionaleAssist:Divock Origi, Passaggio, 1° assist stagionale"
254,2022,11,AC Milan,AC Monza,Divock Origi,"Divock Origi, Destro, 1° gol stagionaleAssist:Junior Messias, Passaggio, 1° assist stagionale"
255,2022,11,AC Milan,AC Monza,Filippo Ranocchia,"Filippo Ranocchia, Punizione, 1° gol stagionaleAssist: Senza assist"
256,2022,11,AC Milan,AC Monza,Rafael Leão,"Rafael Leão, Destro, 5° gol stagionaleAssist:Theo Hernández, Passaggio, 2° assist stagionale"
257,2022,12,Torino FC,AC Milan,Koffi Djidji,"Koffi Djidji, Colpo di testa, 1° gol stagionaleAssist:Valentino Lazaro, Cross, 1° assist stagionale"
258,2022,12,Torino FC,AC Milan,Aleksey Miranchuk,"Aleksey Miranchuk, Sinistro, 2° gol stagionaleAssist:Nikola Vlašić, Passaggio, 1° assist stagionale"
259,2022,12,Torino FC,AC Milan,Junior Messias,"Junior Messias, Sinistro, 2° gol stagionaleAssist: Senza assist"
260,2022,13,AC Milan,Spezia Calcio,Theo Hernández,"Theo Hernández, Sinistro, 2° gol stagionaleAssist:Ismaël Bennacer, Cross, 1° assist stagionale"
261,2022,13,AC Milan,Spezia Calcio,Daniel Maldini,"Daniel Maldini, Destro, 1° gol stagionaleAssist:Arkadiusz Reca, Passaggio, 1° assist stagionale"
262,2022,13,AC Milan,Spezia Calcio,Olivier Giroud,"Olivier Giroud, Sinistro, 5° gol stagionaleAssist:Sandro Tonali, Cross, 2° assist stagionale"
263,2022,14,US Cremonese,AC Milan,NAN,NAN
264,2022,15,AC Milan,ACF Fiorentina,Rafael Leão,"Rafael Leão, Destro, 6° gol stagionaleAssist:Olivier Giroud, Passaggio, 3° assist stagionale"
265,2022,15,AC Milan,ACF Fiorentina,Antonín Barák,"Antonín Barák, Sinistro, 1° gol stagionaleAssist:Jonathan Ikoné, Passaggio, 2° assist stagionale"
266,2022,15,AC Milan,ACF Fiorentina,Nikola Milenković,"Nikola Milenković, AutoreteAssist:Aster Vranckx, Cross, 1° assist stagionale"
267,2022,16,US Salernitana 1919,AC Milan,Rafael Leão,"Rafael Leão, Sinistro, 7° gol stagionaleAssist:Sandro Tonali, Passaggio, 3° assist stagionale"
268,2022,16,US Salernitana 1919,AC Milan,Sandro Tonali,"Sandro Tonali, Destro, 2° gol stagionaleAssist:Brahim Díaz, Passaggio, 2° assist stagionale"
269,2022,16,US Salernitana 1919,AC Milan,Federico Bonazzoli,"Federico Bonazzoli, Sinistro, 2° gol stagionaleAssist:Lassana Coulibaly, Cross, 2° assist stagionale"
270,2022,17,AC Milan,AS Roma,Pierre Kalulu,"Pierre Kalulu, Colpo di testa, 1° gol stagionaleAssist:Sandro Tonali, Corner, 4° assist stagionale"
271,2022,17,AC Milan,AS Roma,Tommaso Pobega,"Tommaso Pobega, Sinistro, 1° gol stagionaleAssist:Rafael Leão, Passaggio, 6° assist stagionale"
272,2022,17,AC Milan,AS Roma,Roger Ibañez,"Roger Ibañez, Colpo di testa, 2° gol stagionaleAssist:Lorenzo Pellegrini, Corner, 5° assist stagionale"
273,2022,17,AC Milan,AS Roma,Tammy Abraham,"Tammy Abraham, Destro, 4° gol stagionaleAssist:Nemanja Matic, Tiro in porta, 2° assist stagionale"
274,2022,18,US Lecce,AC Milan,Theo Hernández,"Theo Hernández, AutoreteAssist:Federico Di Francesco, Cross, 3° assist stagionale"
275,2022,18,US Lecce,AC Milan,Federico Baschirotto,"Federico Baschirotto, Colpo di testa, 2° gol stagionaleAssist:Morten Hjulmand, Cross, 3° assist stagionale"
276,2022,18,US Lecce,AC Milan,Rafael Leão,"Rafael Leão, Destro, 8° gol stagionaleAssist: Senza assist"
277,2022,18,US Lecce,AC Milan,Davide Calabria,"Davide Calabria, Colpo di testa, 1° gol stagionaleAssist:Olivier Giroud, Colpo di testa, 4° assist stagionale"
278,2022,19,SS Lazio,AC Milan,Sergej Milinković-Savić,"Sergej Milinković-Savić, Sinistro, 4° gol stagionaleAssist:Mattia Zaccagni, Passaggio, 4° assist stagionale"
279,2022,19,SS Lazio,AC Milan,Mattia Zaccagni,"Mattia Zaccagni, Sinistro, 8° gol stagionaleAssist: Senza assist"
280,2022,19,SS Lazio,AC Milan,Luis Alberto,"Luis Alberto, Rigore, 4° gol stagionaleAssist:Pedro, Rigore: fallo ai danni di"
281,2022,19,SS Lazio,AC Milan,Felipe Anderson,"Felipe Anderson, Destro, 6° gol stagionaleAssist:Luis Alberto, Passaggio, 3° assist stagionale"
282,2022,20,AC Milan,US Sassuolo Calcio,Grégoire Defrel,"Grégoire Defrel, Azione in contropiede, 1° gol stagionaleAssist:Domenico Berardi, Passaggio, 1° assist stagionale"
283,2022,20,AC Milan,US Sassuolo Calcio,Davide Frattesi,"Davide Frattesi, Destro, 5° gol stagionaleAssist:Domenico Berardi, Passaggio, 2° assist stagionale"
284,2022,20,AC Milan,US Sassuolo Calcio,Olivier Giroud,"Olivier Giroud, Colpo di testa, 6° gol stagionaleAssist:Davide Calabria, Cross, 3° assist stagionale"
285,2022,20,AC Milan,US Sassuolo Calcio,Domenico Berardi,"Domenico Berardi, Colpo di testa, 4° gol stagionaleAssist:Hamed Junior Traoré, Corner, 3° assist stagionale"
286,2022,20,AC Milan,US Sassuolo Calcio,Armand Laurienté,"Armand Laurienté, Rigore, 3° gol stagionaleAssist:Armand Laurienté, Rigore: fallo ai danni di"
287,2022,20,AC Milan,US Sassuolo Calcio,Matheus Henrique,"Matheus Henrique, Sinistro, 1° gol stagionaleAssist:Domenico Berardi, Passaggio, 3° assist stagionale"
288,2022,20,AC Milan,US Sassuolo Calcio,Divock Origi,"Divock Origi, Destro, 2° gol stagionaleAssist:Junior Messias, Passaggio, 2° assist stagionale"
290,2022,22,AC Milan,Torino FC,Olivier Giroud,"Olivier Giroud, Colpo di testa, 7° gol stagionaleAssist:Theo Hernández, Cross, 3° assist stagionale"
291,2022,23,AC Monza,AC Milan,Junior Messias,"Junior Messias, Sinistro, 3° gol stagionaleAssist: Senza assist"
292,2022,24,AC Milan,Atalanta BC,Juan Musso,"Juan Musso, AutoreteAssist: Senza assist"
293,2022,24,AC Milan,Atalanta BC,Junior Messias,"Junior Messias, Sinistro, 4° gol stagionaleAssist:Rafael Leão, Passaggio, 7° assist stagionale"
294,2022,25,ACF Fiorentina,AC Milan,Nico González,"Nico González, Rigore, 4° gol stagionaleAssist:Jonathan Ikoné, Rigore: fallo ai danni di"
295,2022,25,ACF Fiorentina,AC Milan,Luka Jović,"Luka Jović, Colpo di testa, 4° gol stagionaleAssist:Dodô, Cross, 3° assist stagionale"
296,2022,25,ACF Fiorentina,AC Milan,Theo Hernández,"Theo Hernández, Sinistro, 3° gol stagionaleAssist:Alexis Saelemaekers, Passaggio, 2° assist stagionale"
297,2022,26,AC Milan,US Salernitana 1919,Olivier Giroud,"Olivier Giroud, Colpo di testa, 8° gol stagionaleAssist:Ismaël Bennacer, Corner, 2° assist stagionale"
298,2022,26,AC Milan,US Salernitana 1919,Boulaye Dia,"Boulaye Dia, Destro, 9° gol stagionaleAssist:Domagoj Bradarić, Cross, 2° assist stagionale"
299,2022,27,Udinese Calcio,AC Milan,Roberto Pereyra,"Roberto Pereyra, Destro, 4° gol stagionaleAssist:Lazar Samardžić, Passaggio, 3° assist stagionale"
300,2022,27,Udinese Calcio,AC Milan,Zlatan Ibrahimović,"Zlatan Ibrahimović, Rigore, 1° gol stagionaleAssist: Rigore: mani diJaka Bijol"
301,2022,27,Udinese Calcio,AC Milan,Beto,"Beto, Sinistro, 9° gol stagionaleAssist:Isaac Success, Passaggio, 6° assist stagionale"
302,2022,27,Udinese Calcio,AC Milan,Kingsley Ehizibue,"Kingsley Ehizibue, Destro, 2° gol stagionaleAssist:Destiny Udogie, Passaggio, 3° assist stagionale"
307,2022,29,AC Milan,Empoli FC,NAN,NAN
308,2022,30,Bologna FC 1909,AC Milan,Nicola Sansone,"Nicola Sansone, Destro, 3° gol stagionaleAssist:Stefan Posch, Cross, 2° assist stagionale"
309,2022,30,Bologna FC 1909,AC Milan,Tommaso Pobega,"Tommaso Pobega, Tiro dalla distanza, 2° gol stagionaleAssist: Senza assist"
310,2022,31,AC Milan,US Lecce,Rafael Leão,"Rafael Leão, Colpo di testa, 11° gol stagionaleAssist:Sandro Tonali, Corner, 6° assist stagionale"
311,2022,31,AC Milan,US Lecce,Rafael Leão,"Rafael Leão, Sinistro, 12° gol stagionaleAssist:Brahim Díaz, Passaggio, 4° assist stagionale"
312,2022,32,AS Roma,AC Milan,Tammy Abraham,"Tammy Abraham, Azione in contropiede, 8° gol stagionaleAssist:Zeki Çelik, Passaggio, 1° assist stagionale"
313,2022,32,AS Roma,AC Milan,Alexis Saelemaekers,"Alexis Saelemaekers, Destro, 2° gol stagionaleAssist:Rafael Leão, Cross, 8° assist stagionale"
314,2022,33,AC Milan,US Cremonese,David Okereke,"David Okereke, Azione in contropiede, 7° gol stagionaleAssist:Pablo Galdames, Passaggio, 1° assist stagionale"
315,2022,33,AC Milan,US Cremonese,Junior Messias,"Junior Messias, Punizione, 5° gol stagionaleAssist: Senza assist"
